negativereason,airline,tweet_location,retweet_count,text,sentiment,topic
Customer Service Issue,American,North Hollywood,0,@AmericanAir I have filed multiple complaints. I prefer to continue warning the public instead of wasting more time with this inhumane corp.,Negative,2
Lost Luggage,American,North Hollywood,0,@AmericanAir worst experience of my life avoid at all costs they will lose your belongings and have no humanity to even offer compensation,Negative,6
Lost Luggage,American,North Hollywood,0,@AmericanAir terror story my luggage was delayed both ways on an international flight for over 5 days total #angrycustomer,Negative,1
Late Flight,American,,0,@AmericanAir WORST SERVICE EVER!! Delayed flights for more than 5 hours plus you missed my bag! And your employees are rude ðŸ˜¡ðŸ˜¡,Negative,2
Lost Luggage,American,san francisco califorania,0,"@AmericanAir after losing my bags for 4 days&amp;charging me $475 to""arrange pick up""in argentina,claiming tollfree: won't reimburse me. Help!",Negative,2
Customer Service Issue,American,,0,"@AmericanAir pity that a machine replied, or perhaps my story not unusual. Expected better response given article in in-flight magazine.",Negative,1
Customer Service Issue,American,,0,"@AmericanAir i have been rebooked for the 7am flight. My questions is, why do some people get hotel and the others don't like myself?",Negative,0
Customer Service Issue,American,Ohio,0,"@AmericanAir will not help us on the phone, at the gate or in checkin. I book travel for clients and cannot believe the lack of service",Negative,6
Can't Tell,American,,0,"@AmericanAir no no no, YOU DM me, I pay you money and you want to me to reach out to you for help? How about the other way around",Negative,9
Customer Service Issue,American,"las vegas/nashville, TN",0,@AmericanAir I had a 6am flight I can get no rest because I have to wait another 2 hours to receive an automated phone call. #neveragain,Negative,2
Customer Service Issue,American,Ohio,0,@AmericanAir does not know the meaning of customer service. Nightmare. Paid for direct flight. Bumped to Dallas. Flight Cancelled Flighted. Terrible,Negative,0
Customer Service Issue,American,"las vegas/nashville, TN",0,@AmericanAir that's absolutely horrible customer service. The person supposed to call me can't immediately call back when disconnected???,Negative,9
Cancelled Flight,American,"las vegas/nashville, TN",0,@AmericanAir my flight was Cancelled Flightled I called they said they'd call back in 1:36. They did And hung up now saying I have to wait 2 hrs!!,Negative,9
Lost Luggage,American,Houston,0,@AmericanAir Okay... If someone does it look for it now my fear is it will be lost forever. It's a very small item.,Negative,5
Can't Tell,American,,0,"@AmericanAir @emxlyy ""The wheel was broken when we got it. We swear.""",Negative,7
Cancelled Flight,American,,0,@AmericanAir Cancelled Flightled flight from fresno then rebooked for LAX now flight Cancelled Flightled again and its midnight with no more hotel available???,Negative,0
Cancelled Flight,American,,0,"@AmericanAir you guys Cancelled Flightled my flight for today and booked me for tomorrow, so unfortunately i have rebooked. Thanks",Negative,0
,American,Houston,0,@AmericanAir but your flight crews &amp; ground crews have handled situation well. Texting notification let me catch a few winks during delay.,Negative,1
Customer Service Issue,American,"Moore, OK & Woodway, TX",0,"@AmericanAir nothing to do with Mother Nature, more like poor commutation.",Negative,4
Can't Tell,American,,0,@AmericanAir is the worst airline in the entire world. I only flew them because I had to and it was the nightmare I knew it would be.,Negative,3
Customer Service Issue,American,,1,Why doesn't @AmericanAir provide a means for dialogue?  What is the fear that drives this decision?  #worstcustomerserviceever,Negative,0
Late Flight,American,Living my dreams in motion ,0,"@AmericanAir 2284, four hours Late Flightrs and we are finally flying out...too bad I missed my event",Negative,1
longlines,American,,0,"@AmericanAir If SNA curfew causes diversion, do you provide transportation from LAX? On AA1237 now, pilot not sure if we have time.",Negative,8
Customer Service Issue,American,,1,Why doesn't @AmericanAir allow for conversations between upset customers and their customer service?  #worstcustomerserviceever,Negative,6
Cancelled Flight,American,MIA || CHI || NYC,0,@AmericanAir  it's not cool that my flight was Cancelled Flightled after sitting on the plane for over an hour. ðŸ‘ŽðŸ˜¡âœˆï¸ #notahappycustomer #leavingtomm,Negative,0
Can't Tell,American,,0,"@AmericanAir no, you should do something about everything happened yesterday...",Negative,2
Customer Service Issue,American,,1,@AmericanAir  your customer service is deplorable. I am disgusted in your company and the ignorant people on the phones for lost baggage.,Negative,2
Bad Flight,American,,0,@AmericanAir were stuck on a plane in Dallas that's supposed to be going to Okc. There's an issue w/ the plane. Any idea on how much longer?,Negative,1
Damaged Luggage,American,"Stamford, CT",0,@AmericanAir - thanks. She submitted a damaged bag complaint online...is there anything else we can do? #goodcustomerservice,Negative,4
Customer Service Issue,American,,0,@AmericanAir gate agents disappeared and customer service agents were miserable and unhelpful. #letdown #neveragain,Negative,6
Lost Luggage,American,Founder of #MovieChurch,0,@AmericanAir Who do I report missing baggage to when baggage claim leaves before midnight?,Negative,2
Customer Service Issue,American,"New York, NY",0,"@AmericanAir couldn't get anyone on the phone all day, the flight you rebooked had me missing a conference.We won't be on flt 1568 tomorrow.",Negative,2
Can't Tell,American,WARNING: Explicit language,0,@AmericanAir It's sad how I can't afford any long distance trips though. :/,Negative,9
Flight Booking Problems,American,,0,"@djevolutionhd As an EP who travels 125K+ miles a yr with @AmericanAir , I would expect more from them than this horrible travel experience",Negative,9
Customer Service Issue,American,,0,@AmericanAir that was the worst customer service experience ever. Too bad for you I'm a lawyer. Enjoy my wrath.,Negative,9
Damaged Luggage,American,"Stamford, CT",0,@AmericanAir - you broke my sick wife's luggage handle going from JFK to LAX...she had to drag her bag thru the airport! #customerservice,Negative,8
Customer Service Issue,American,Arlington VA,0,@AmericanAir no not yet. Waiting now to be connected to an agent,Negative,2
,American,Arlington VA,0,@AmericanAir no not yet. Waiting to be connected to an agent,Negative,2
Customer Service Issue,American,,0,"@AmericanAir glad that you WANTED to help me, but you didn't. Have an agent call me before I rant about shitty service every day",Negative,9
Flight Booking Problems,American,LA,0,@AmericanAir There are only 24 hours to Cancelled Flight or change itineraries booked online and that 24 hours is just about over. Impossible scenario,Negative,4
Lost Luggage,American,Finn between Detroit & Toledo,0,"@AmericanAir My bag flew with AA while I flew with Delta, and I'm still not sure whose final carrier is referred to.",Negative,6
Cancelled Flight,American,Arlington VA,0,@AmericanAir you have Cancelled Flightled my flights because of my last name. Do the right thing and reinstate my tickets,Negative,0
Cancelled Flight,American,,0,@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Mon http://t.co/Q37pOWn6uv @Cowboycerrone figures right?,Negative,0
,American,"San Antonio, TX / Boston, MA",0,@americanair Not surprised that you were the Fastest Responding US Brand on Twitter for Q2 + Q3 2014. Also 10th fastest in the world in Q3,Negative,5
Customer Service Issue,American,,0,"@AmericanAir You're clueless. A kind rez agnt contacted USAir 4me around midnite, told them what to do. If not that I'd have missed funeral.",Negative,6
Flight Attendant Complaints,American,Argentina,0,@AmericanAir I'm at the airport right now and your people didn't know how to react and help me with this situation. Very frustrated.,Negative,8
Customer Service Issue,American,"Orlando, FL ",0,"@AmericanAir So break whatever you want, take no responsibility..Too bad for customer? #media #filmcrew @chicagotribune @WSJ #nytimes @CNN",Negative,3
Cancelled Flight,American,World Wide,1,"@americanair flight veers off icy runway at @dfwairport. Most DFW flights Cancelled Flighted Monday, Flightaware says. http://t.co/atwyiFh6Zy",Negative,0
Can't Tell,American,"Los Angeles, CA",0,@AmericanAir my mom tried also. That wasn't the reason they wouldn't change it. Y'all literally said that you'd rather have an empty seat.,Negative,8
Can't Tell,American,,0,@AmericanAir YOU FUCKING SUCK,Negative,0
Can't Tell,American,,0,@AmericanAir Is this a serious thread. Maybe you guys should re-read it. #fail,Negative,3
Customer Service Issue,American,LA,0,"@AmericanAir even followed me, but I still can't get them to answer their phones. Worst. Customer ""service"". Ever. #customerservice #fail",Negative,2
Cancelled Flight,American,"Tampa, Florida",0,@AmericanAir My sister just received a call that her trip Wednesday (flts 2348/3499) was Cancelled Flightled and resched to next day. Why?,Negative,0
,American,Texas,0,@AmericanAir Glad to hear that there were no serious injuries in the minor crash @dfwairport this evening.,Negative,0
Flight Booking Problems,American,"Los Angeles, CA",0,@AmericanAir I booked it on US Airways site. Don't see a Cancelled Flight link :(,Negative,1
longlines,American,,0,@AmericanAir we had to sit in the airport a long periolodicly time. the planes were nasty,Negative,0
Can't Tell,American,,0,"@AmericanAir to add insult to injury, I have to go pick it up myself. Real class act! I'll stick the Delta from now on.",Negative,9
Lost Luggage,American,,0,@AmericanAir absolutely disappointed in your lack of service. Lost my bag and can't even deliver it after I was told it would happen.,Negative,6
Late Flight,American,Mexico DF,0,@AmericanAir what is going on with the flight 2417? It has been delay a lot .,Negative,0
Customer Service Issue,American,eating curly fries w/ the wife,0,"@AmericanAir Nope. Couldn't make changes online and after 90 mins on hold and time dealing w/ the rude rep, the 24 hour window has closed.",Negative,2
Customer Service Issue,American,"Orlando, FL ",0,"@AmericanAir doesn't care about customers, break your gear and tell u they can't do anything. @WSJ @latimes @chicagotribune #media #filmcrew",Negative,6
,American,"Los Angeles, CA",0,@AmericanAir @USAirways I need to Cancelled Flight a flight I booked earlier tonight. Are you able to do it over Twitter?,Negative,0
Late Flight,American,Chicago,0,@AmericanAir @louprice13 @aacustomerservice. Apology not good enough. 4 planes with mechanical and 9 hours delayed unacceptable.,Negative,1
Customer Service Issue,American,Belleville,4,@AmericanAir Pay for my accommodations when you are the ones Cancelled Flightling it for no reason and I know your saying (lying) it cause of weather,Negative,0
Customer Service Issue,American,Belleville,4,@AmericanAir airport and 2 extra nights for hotels and not once have I heard of anything from your embarrassing airline saying that you will,Negative,0
